gbifID,species,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1851372909,Dianthus langeanus,ES,Puerto de Ancares,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.84,-6.86,7071,,,,,,1983-07-20T00:00:00,20,7,1983,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,50045-1,,A.Penas,,CC_BY_NC_4_0,,T.E.Díaz & al.,,,2023-09-07T06:42:53.536Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851372671,Dianthus langeanus,ES,Pozos,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.3,-6.325,707,,1550,0,,,2001-06-26T00:00:00,26,6,2001,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,96011-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:52.317Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851369414,Dianthus langeanus,ES,Corporales. Arroyo de Mascariel,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.338,-6.433,707,,1400,0,,,2002-07-24T00:00:00,24,7,2002,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,97556-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:53.395Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851368282,Dianthus langeanus,ES,Campo de Martín Moro,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.812,-6.279,707,,1700,0,,,1999-08-04T00:00:00,4,8,1999,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,120603-1,,,,CC_BY_NC_4_0,,A.Fernández,,,2023-09-07T06:42:52.310Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851367749,Dianthus langeanus,ES,Peña del Fraile,Palencia,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.84,-4.768,707,,,,,,1985-08-10T00:00:00,10,8,1985,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,39756-1,,,,CC_BY_NC_4_0,,M.E.García,,,2023-09-07T06:42:53.380Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851364756,Dianthus langeanus,ES,Los Montes de la Ermita. La Fana Rubia,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.795,-6.34,707,,1630,0,,,1999-07-04T00:00:00,4,7,1999,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,120600-1,,,,CC_BY_NC_4_0,,A.Fernández,,,2023-09-07T06:42:52.864Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851360316,Dianthus langeanus,ES,Fonte da Cova-Valdebuey,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.309,-6.737,707,,1820,0,,,2004-08-11T00:00:00,11,8,2004,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,96006-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:52.444Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851358142,Dianthus langeanus,ES,Inicio. Alto de la Nevera,Lugo,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.67,-7.35,7071,,1100,0,,,,,,,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,50514-1,,,,CC_BY_NC_4_0,,M.I.Romero & J.Amigo,,,2023-09-07T06:42:53.536Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851357633,Dianthus langeanus,ES,Lobios. Serra de Santa Eufemia,Orense,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,41.859,-8.139,707,,1110,0,,,1993-06-17T00:00:00,17,6,1993,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,100909-1,,,,CC_BY_NC_4_0,,Í.Pulgar,,,2023-09-07T06:42:52.485Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851357458,Dianthus langeanus,ES,Pico Miravalles. Ancares,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.84,-6.74,7071,,,,,,1986-08-30T00:00:00,30,8,1986,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,72225-1,,J.Andrés,,CC_BY_NC_4_0,,A.Penas,,,2023-09-07T06:42:53.394Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851354642,Dianthus langeanus,ES,Arroyo de Fresnedelo. Bárcena de la Abadía-San Pedro de Paradela,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.802,-6.6208,71,,,,,,2002-07-27T00:00:00,27,7,2002,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,79128-1,,,,CC_BY_NC_4_0,,R.Arias,,,2023-09-07T06:42:53.580Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851353409,Dianthus langeanus,ES,Sierra de Cabrera,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.75,-5.02,7071,,,,,,1989-06-26T00:00:00,26,6,1989,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,43833-1,,,,CC_BY_NC_4_0,,J.Andrés,,,2023-09-07T06:42:53.668Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851349783,Dianthus langeanus,ES,Fasgar. Cuesta de Ocidiello,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.811,-6.254,707,,1710,0,,,1997-09-10T00:00:00,10,9,1997,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,119946-1,,,,CC_BY_NC_4_0,,A.Fernández,,,2023-09-07T06:42:52.375Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851349549,Dianthus langeanus,ES,Montealegre,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.5971,-6.2398,71,,,,,,2002-07-01T00:00:00,1,7,2002,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,78861-1,,,,CC_BY_NC_4_0,,R.Arias,,,2023-09-07T06:42:53.301Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851349209,Dianthus langeanus,ES,Montrondo,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.847,-6.228,707,,1350,0,,,1999-07-29T00:00:00,29,7,1999,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,120604-1,,,,CC_BY_NC_4_0,,A.Fernández,,,2023-09-07T06:42:52.767Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851348904,Dianthus langeanus,ES,Truchillas. Alto del Peñón,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.215,-6.547,707,,1800,0,,,2003-07-15T00:00:00,15,7,2003,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,97563-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:53.387Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851348442,Dianthus langeanus,ES,Peña Surbia,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.255,-6.763,707,,1950,0,,,2004-08-13T00:00:00,13,8,2004,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,96004-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:53.336Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851344717,Dianthus langeanus,ES,Cabeza de Yegua,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.404,-6.539,707,,2100,0,,,2004-07-21T00:00:00,21,7,2004,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,97567-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:53.617Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851343371,Dianthus langeanus,ES,Corporales. Puerto de Peña Aguda,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.312,-6.458,707,,1240,0,,,2003-06-10T00:00:00,10,6,2003,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,97566-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:52.812Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851343138,Dianthus langeanus,ES,Cabeza de Yegua,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.404,-6.539,707,,2120,0,,,2003-07-10T00:00:00,10,7,2003,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,97564-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:52.318Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851339407,Dianthus langeanus,ES,Cirujales,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.789,-6.072,707,,1120,0,,,1999-06-09T00:00:00,9,6,1999,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,119945-1,,,,CC_BY_NC_4_0,,A.Fernández,,,2023-09-07T06:42:52.605Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851336500,Dianthus langeanus,ES,La Guiana. Pista,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.441,-6.599,707,,1750,0,,,2003-08-21T00:00:00,21,8,2003,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,96001-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:52.561Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851334041,Dianthus langeanus,ES,Escombrera de pizarra-Peña Surbia,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.264,-6.763,707,,1900,0,,,2004-08-13T00:00:00,13,8,2004,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,96005-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:52.738Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851333426,Dianthus langeanus,ES,Peña Surbia,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.264,-6.763,707,,1920,0,,,2002-07-04T00:00:00,4,7,2002,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,96002-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:52.376Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851333237,Dianthus langeanus,ES,Lago de La Baña-el circo glacial. Senda,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.255,-6.751,707,,1600,0,,,2002-08-06T00:00:00,6,8,2002,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,97561-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:52.616Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851331897,Dianthus langeanus,ES,Colinas del Campo de Martín Moro. Cordal del Catoute,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.804,-6.328,707,,2040,0,,,1999-08-15T00:00:00,15,8,1999,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,120591-1,,,,CC_BY_NC_4_0,,A.Fernández,,,2023-09-07T06:42:52.863Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851331869,Dianthus langeanus,ES,Villadepán,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.82,-6.13,7071,,,,,,1974-06-17T00:00:00,17,6,1974,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,49158-1,,,,CC_BY_NC_4_0,,A.Pérez,,,2023-09-07T06:42:52.545Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851331533,Dianthus langeanus,ES,Pozos,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.282,-6.326,707,,1280,0,,,2001-06-19T00:00:00,19,6,2001,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,118167-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:53.285Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851325640,Dianthus langeanus,ES,Teleno,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.356,-6.408,707,,1950,0,,,2002-07-16T00:00:00,16,7,2002,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,97559-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:53.393Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851324009,Dianthus langeanus,ES,Villar del Monte- Manzaneda. Río Eria,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.245,-6.315,707,,1040,0,,,2003-06-26T00:00:00,26,6,2003,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,97565-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:53.500Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851322947,Dianthus langeanus,ES,Cerro del Teleno,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.346,-6.396,707,,2150,0,,,2002-07-16T00:00:00,16,7,2002,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,97558-1,,,,CC_BY_NC_4_0,,L.González de Paz,,,2023-09-07T06:42:53.516Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851320787,Dianthus langeanus,ES,Sierra del Teleno,León,PRESENT,1,730cd32c-627f-44a8-9d93-fcfb23ade969,42.38,-6.39,7071,,1955,0,,,1994-07-12T00:00:00,12,7,1994,7267498,7267498,PRESERVED_SPECIMEN,LEB,LEB,73637-1,,,,CC_BY_NC_4_0,,E.Puente & M.J.López Pacheco,,,2023-09-07T06:42:52.511Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1701201958,Dianthus langeanus,ES,Estación de esquí Fuentes de Invierno,Principado de Asturias,PRESENT,1,797b2594-278e-421d-88c1-0925d122d611,43.047155,-5.396239,,,1928,0,,,2004-09-02T00:00:00,2,9,2004,7267498,7267498,PRESERVED_SPECIMEN,JBA,BGVPA,BGVPA-020904-13,,,,CC_BY_4_0,Jardín Botánico Atlántico,,,,,,
1701201942,Dianthus langeanus,ES,Subida al Cueto de Arbás,Principado de Asturias,PRESENT,1,797b2594-278e-421d-88c1-0925d122d611,42.9921078,-6.4286753,,,1767,0,,,2011-09-24T00:00:00,24,9,2011,7267498,7267498,PRESERVED_SPECIMEN,JBA,BGVPA,240911-09,,,,CC_BY_4_0,Jardín Botánico Atlántico,,,,,,
1701201913,Dianthus langeanus,ES,Sierra de la Zarza,Principado de Asturias,PRESENT,1,797b2594-278e-421d-88c1-0925d122d611,43.002565,-6.519433,,,1780,0,,,2015-09-24T00:00:00,24,9,2015,7267498,7267498,PRESERVED_SPECIMEN,JBA,BGVPA,240915-02,,,,CC_BY_4_0,Jardín Botánico Atlántico,,,,,,
137451115,Dianthus langeanus,ES,Puebla de Sanabria,Za,PRESENT,,a6deb94a-2c40-47ec-a678-3d502cd42bc2,42.060001,-6.64,,,,,,,,,,,7267498,7267498,PRESERVED_SPECIMEN,SALA,SALA,91039-1,,Casaseca,,,,,,,,,
1248866666,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,40.87264,-8.10994,,,,,,,2005-05-30T00:00:00,30,5,2005,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,284585,,Tiago Monteiro Henriques,2005-05-30T00:00:00,CC_BY_NC_4_0,,Tiago Monteiro Henriques,,,2023-08-26T02:28:41.015Z,,CONTINENT_DERIVED_FROM_COORDINATES
1248866661,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,40.87264,-8.10994,,,,,,,2005-05-30T00:00:00,30,5,2005,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,284584,,Tiago Monteiro Henriques,2005-05-30T00:00:00,CC_BY_NC_4_0,,Tiago Monteiro Henriques,,,2023-08-26T02:28:46.831Z,,CONTINENT_DERIVED_FROM_COORDINATES
1248866655,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,40.87264,-8.10994,,,,,,,2005-05-30T00:00:00,30,5,2005,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,284583,,Tiago Monteiro Henriques,2005-05-30T00:00:00,CC_BY_NC_4_0,,Tiago Monteiro Henriques,,,2023-08-26T02:28:46.123Z,,CONTINENT_DERIVED_FROM_COORDINATES
1248864767,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,40.32618,-7.52861,,,,,,,2015-06-28T00:00:00,28,6,2015,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,282652,,Francisco Clamote,2015-06-28T00:00:00,CC_BY_NC_4_0,,Francisco Clamote,,,2023-08-26T02:28:42.124Z,,CONTINENT_DERIVED_FROM_COORDINATES
1248853975,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.86235,-7.97586,,,,,,,2015-09-27T00:00:00,27,9,2015,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,271781,,Paulo Ventura Araújo,,,,,,,,,
1248853974,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.86235,-7.97586,,,,,,,2015-09-27T00:00:00,27,9,2015,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,271779,,Paulo Ventura Araújo,,,,,,,,,
1248848411,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,40.87264,-8.10994,,,,,,,2011-06-11T00:00:00,11,6,2011,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,263820,,João D. Almeida,2011-06-11T00:00:00,CC_BY_NC_4_0,,João D. Almeida,,,2023-08-26T02:28:40.765Z,,CONTINENT_DERIVED_FROM_COORDINATES
1248848154,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.32199,-7.98436,,,,,,,2015-08-01T00:00:00,1,8,2015,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,263564,,Paulo Ventura Araújo,,,,,,,,,
1248829667,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.84289,-6.65127,,,,,,,2015-06-25T00:00:00,25,6,2015,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,242164,,Carlos Aguiar,2015-06-25T00:00:00,CC_BY_NC_4_0,,Carlos Aguiar,,,2023-08-26T02:28:40.910Z,,CONTINENT_DERIVED_FROM_COORDINATES
1248829475,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.85995,-7.73494,,,,,,,2015-06-21T00:00:00,21,6,2015,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,241997,,João Lourenço,2015-06-21T00:00:00,CC_BY_NC_4_0,,João Lourenço,,,2023-08-26T02:28:45.785Z,,CONTINENT_DERIVED_FROM_COORDINATES
1248827793,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.93035,-6.52746,,,,,,,2015-06-14T00:00:00,14,6,2015,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,240271,,Carlos Aguiar,2015-06-14T00:00:00,CC_BY_NC_4_0,,Carlos Aguiar,,,2023-08-26T02:28:47.602Z,,CONTINENT_DERIVED_FROM_COORDINATES
1143098776,Dianthus langeanus,PT,Serra de Montezinho,Tm,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,41.9388158,-6.7712952,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2338644,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:16:56.448Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1143098758,Dianthus langeanus,PT,Na pousada do caminho de Portela a Montezinho,Tm,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,41.9388158,-6.7712952,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2338642,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:37.709Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1143035058,Dianthus langeanus,ES,Cabeza de Manzaneda,Or,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.2488167,-7.2813109,707,,1550,0,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2670627,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:47.615Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1143022652,Dianthus langeanus,ES,Embalse de San Agustín,Or,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.1288176,-6.9713027,707,,1300,0,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2670624,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:06.873Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
