species;ID;treatment;dish;Sowing;N_seeds;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10
Dianthus langeanus;D12;-0.2;2;17/08/2023;25;0;0;1;3;3;1;1;0;0;1
Dianthus langeanus;D12;-0.2;3;17/08/2023;25;0;0;0;2;3;1;1;0;0;0
Dianthus langeanus;D12;-0.2;4;17/08/2023;25;1;1;0;0;2;1;2;0;0;0
Dianthus langeanus;D12;-0.4;1;17/08/2023;25;0;0;1;0;1;0;1;0;1;0
Dianthus langeanus;D12;-0.4;2;17/08/2023;25;0;1;1;1;1;0;0;0;1;0
Dianthus langeanus;D12;-0.4;3;17/08/2023;25;0;0;0;0;1;1;0;0;1;0
Dianthus langeanus;D12;-0.4;4;17/08/2023;25;1;0;0;1;0;0;1;0;0;2
Dianthus langeanus;D12;-0.6;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-0.6;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-0.6;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-0.6;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;1
Dianthus langeanus;D12;-0.8;1;17/08/2023;25;0;0;0;0;0;0;1;0;0;0
Dianthus langeanus;D12;-0.8;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;1
Dianthus langeanus;D12;-0.8;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-0.8;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-1;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-1;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-1;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-1;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-1.2;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-1.2;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-1.2;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D12;-1.2;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;0;1;17/08/2023;25;0;3;4;2;3;2;0;0;0;0
Dianthus langeanus;D19;0;2;17/08/2023;25;0;0;0;4;3;1;0;0;1;1
Dianthus langeanus;D19;0;3;17/08/2023;25;1;3;2;3;0;3;3;1;0;0
Dianthus langeanus;D19;0;4;17/08/2023;25;0;1;2;5;0;3;3;0;0;0
Dianthus langeanus;D19;-0.2;1;17/08/2023;25;1;3;2;0;1;0;1;1;0;1
Dianthus langeanus;D19;-0.2;2;17/08/2023;25;0;2;2;1;1;2;1;0;1;2
Dianthus langeanus;D19;-0.2;3;17/08/2023;25;2;1;3;1;2;3;1;0;0;0
Dianthus langeanus;D19;-0.2;4;17/08/2023;25;0;0;2;1;2;0;0;1;0;0
Dianthus langeanus;D19;-0.4;1;17/08/2023;25;0;0;0;0;1;0;0;0;0;0
Dianthus langeanus;D19;-0.4;2;17/08/2023;25;0;1;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-0.4;3;17/08/2023;25;0;1;2;0;0;1;0;0;0;0
Dianthus langeanus;D19;-0.4;4;17/08/2023;25;0;0;1;1;1;1;1;0;0;0
Dianthus langeanus;D19;-0.6;1;17/08/2023;25;0;0;0;0;0;0;0;0;1;0
Dianthus langeanus;D19;-0.6;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-0.6;3;17/08/2023;25;0;0;0;0;0;0;0;1;0;0
Dianthus langeanus;D19;-0.6;4;17/08/2023;25;0;0;0;1;0;0;1;0;0;0
Dianthus langeanus;D19;-0.8;1;17/08/2023;25;0;0;0;0;0;0;2;0;0;0
Dianthus langeanus;D19;-0.8;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-0.8;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-0.8;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-1;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-1;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-1;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-1;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-1.2;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-1.2;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-1.2;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Dianthus langeanus;D19;-1.2;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;0;1;18/08/2023;15;0;0;2;0;0;0;0;0;0;0
Brassica incana;CORO 22;0;2;18/08/2023;15;0;0;0;0;1;0;0;0;0;0
Brassica incana;CORO 22;0;3;18/08/2023;15;0;0;1;0;0;0;0;0;0;1
Brassica incana;CORO 22;0;4;18/08/2023;15;0;0;0;1;0;0;0;0;1;0
Brassica incana;CORO 22;-0.2;1;18/08/2023;15;0;0;1;0;0;0;1;0;1;0
Brassica incana;CORO 22;-0.2;2;18/08/2023;15;0;0;0;0;0;3;1;0;0;0
Brassica incana;CORO 22;-0.2;3;18/08/2023;15;0;0;1;0;0;1;0;0;0;0
Brassica incana;CORO 22;-0.2;4;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-0.4;1;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-0.4;2;18/08/2023;15;0;0;0;0;0;0;0;0;0;1
Brassica incana;CORO 22;-0.4;3;18/08/2023;15;0;0;0;0;1;0;0;1;0;1
Brassica incana;CORO 22;-0.4;4;18/08/2023;15;0;0;0;0;1;0;0;0;0;0
Brassica incana;CORO 22;-0.6;1;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-0.6;2;18/08/2023;15;0;0;0;0;1;0;0;0;0;0
Brassica incana;CORO 22;-0.6;3;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-0.6;4;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-0.8;1;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-0.8;2;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-0.8;3;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-0.8;4;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-1;1;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-1;2;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-1;3;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-1;4;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-1.2;1;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-1.2;2;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-1.2;3;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CORO 22;-1.2;4;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;0;1;18/08/2023;15;0;0;0;1;1;1;0;0;0;0
Brassica incana;CAPR 22;0;2;18/08/2023;15;0;1;0;2;1;0;1;1;0;0
Brassica incana;CAPR 22;0;3;18/08/2023;15;0;0;2;0;1;1;0;1;0;0
Brassica incana;CAPR 22;0;4;18/08/2023;15;0;0;0;2;0;0;0;0;0;0
Brassica incana;CAPR 22;-0.2;1;18/08/2023;15;0;0;0;0;1;2;0;0;0;0
Brassica incana;CAPR 22;-0.2;2;18/08/2023;15;0;0;0;3;3;0;0;0;0;0
Brassica incana;CAPR 22;-0.2;3;18/08/2023;15;0;0;0;3;0;0;0;0;0;0
Brassica incana;CAPR 22;-0.2;4;18/08/2023;15;0;0;0;0;0;1;0;0;0;0
Brassica incana;CAPR 22;-0.4;1;18/08/2023;15;0;0;0;0;1;0;2;1;0;0
Brassica incana;CAPR 22;-0.4;2;18/08/2023;15;0;0;0;0;0;0;0;0;0;1
Brassica incana;CAPR 22;-0.4;3;18/08/2023;15;0;0;0;0;0;1;0;0;0;0
Brassica incana;CAPR 22;-0.4;4;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-0.6;1;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-0.6;2;18/08/2023;15;0;0;0;0;0;0;0;1;0;0
Brassica incana;CAPR 22;-0.6;3;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-0.6;4;18/08/2023;15;0;0;0;0;0;1;0;0;0;1
Brassica incana;CAPR 22;-0.8;1;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-0.8;2;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-0.8;3;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-0.8;4;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-1;1;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-1;2;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-1;3;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-1;4;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-1.2;1;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-1.2;2;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-1.2;3;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAPR 22;-1.2;4;18/08/2023;15;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;0;1;18/08/2023;10;0;0;0;0;0;1;0;1;0;2
Brassica incana;CHIU 17;0;2;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;0;3;18/08/2023;10;0;0;0;0;0;1;1;0;0;2
Brassica incana;CHIU 17;-0.2;1;18/08/2023;10;0;0;0;0;0;0;0;0;1;1
Brassica incana;CHIU 17;-0.2;2;18/08/2023;10;0;0;0;0;0;0;0;1;1;0
Brassica incana;CHIU 17;-0.2;3;18/08/2023;10;0;0;0;0;0;0;0;1;0;0
Brassica incana;CHIU 17;-0.4;1;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-0.4;2;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-0.4;3;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-0.6;1;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-0.6;2;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-0.6;3;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-0.8;1;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-0.8;2;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-0.8;3;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-1;1;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-1;2;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-1;3;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-1.2;1;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-1.2;2;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CHIU 17;-1.2;3;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAST 22;0;1;18/08/2023;10;0;0;6;3;0;0;0;0;0;0
Brassica incana;CAST 22;0;2;18/08/2023;10;0;0;3;1;0;0;0;0;0;1
Brassica incana;CAST 22;0;3;18/08/2023;10;0;0;2;3;1;0;0;0;0;0
Brassica incana;CAST 22;-0.2;1;18/08/2023;10;0;0;1;3;1;0;0;0;1;0
Brassica incana;CAST 22;-0.2;2;18/08/2023;10;0;0;0;1;1;0;3;0;1;1
Brassica incana;CAST 22;-0.2;3;18/08/2023;10;0;0;0;0;1;1;1;0;0;0
Brassica incana;CAST 22;-0.4;1;18/08/2023;10;0;0;0;2;1;1;0;0;0;0
Brassica incana;CAST 22;-0.4;2;18/08/2023;10;0;0;0;0;0;0;1;0;0;0
Brassica incana;CAST 22;-0.4;3;18/08/2023;10;0;0;0;0;0;0;1;2;0;0
Brassica incana;CAST 22;-0.6;1;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAST 22;-0.6;2;18/08/2023;10;0;0;0;0;0;0;1;0;0;0
Brassica incana;CAST 22;-0.6;3;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAST 22;-0.8;1;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAST 22;-0.8;2;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAST 22;-0.8;3;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAST 22;-1;1;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAST 22;-1;2;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAST 22;-1;3;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAST 22;-1.2;1;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAST 22;-1.2;2;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Brassica incana;CAST 22;-1.2;3;18/08/2023;10;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;0;1;17/08/2023;25;4;6;0;4;0;0;1;1;0;0
Silene canescens;Sca;0;2;17/08/2023;25;0;13;5;1;0;1;0;0;0;0
Silene canescens;Sca;0;3;17/08/2023;25;5;13;1;1;2;0;0;0;0;0
Silene canescens;Sca;0;4;17/08/2023;25;6;8;0;1;0;0;0;0;0;0
Silene canescens;Sca;-0.2;1;17/08/2023;25;0;1;6;6;1;0;0;0;0;1
Silene canescens;Sca;-0.2;2;17/08/2023;25;0;4;4;3;1;0;1;0;0;1
Silene canescens;Sca;-0.2;3;17/08/2023;25;0;0;15;0;0;0;1;1;0;0
Silene canescens;Sca;-0.2;4;17/08/2023;25;1;5;6;1;1;0;0;0;0;0
Silene canescens;Sca;-0.4;1;17/08/2023;25;1;0;4;1;0;0;0;0;0;0
Silene canescens;Sca;-0.4;2;17/08/2023;25;1;0;0;2;0;0;0;3;0;0
Silene canescens;Sca;-0.4;3;17/08/2023;25;0;0;1;4;0;0;1;0;0;0
Silene canescens;Sca;-0.4;4;17/08/2023;25;0;0;0;1;2;0;0;0;0;0
Silene canescens;Sca;-0.6;1;17/08/2023;25;0;0;0;0;1;0;0;0;0;0
Silene canescens;Sca;-0.6;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-0.6;3;17/08/2023;25;0;0;0;0;0;1;0;0;0;0
Silene canescens;Sca;-0.6;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-0.8;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-0.8;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-0.8;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-0.8;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-1;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-1;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-1;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-1;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-1.2;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-1.2;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-1.2;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene canescens;Sca;-1.2;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;0;1;17/08/2023;25;13;1;5;1;2;0;0;0;1;0
Silene conica;Sco;0;2;17/08/2023;25;14;2;1;2;0;0;0;0;0;0
Silene conica;Sco;0;3;17/08/2023;25;11;2;4;3;0;1;0;0;1;0
Silene conica;Sco;0;4;17/08/2023;25;10;2;5;3;1;0;0;1;0;0
Silene conica;Sco;-0.2;1;17/08/2023;25;3;7;4;6;1;1;0;0;0;0
Silene conica;Sco;-0.2;2;17/08/2023;25;3;2;2;3;2;2;2;0;1;1
Silene conica;Sco;-0.2;3;17/08/2023;25;2;3;5;3;3;2;0;0;0;1
Silene conica;Sco;-0.2;4;17/08/2023;25;6;4;3;4;1;0;1;0;0;1
Silene conica;Sco;-0.4;1;17/08/2023;25;0;0;3;2;3;1;1;3;1;0
Silene conica;Sco;-0.4;2;17/08/2023;25;0;0;1;0;1;0;1;0;0;0
Silene conica;Sco;-0.4;3;17/08/2023;25;0;0;0;1;6;0;1;2;0;0
Silene conica;Sco;-0.4;4;17/08/2023;25;0;5;2;1;1;1;2;1;0;0
Silene conica;Sco;-0.6;1;17/08/2023;25;0;0;0;0;1;0;0;0;0;1
Silene conica;Sco;-0.6;2;17/08/2023;25;0;0;0;0;0;2;0;0;0;0
Silene conica;Sco;-0.6;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-0.6;4;17/08/2023;25;0;0;1;0;0;0;1;0;0;0
Silene conica;Sco;-0.8;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-0.8;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-0.8;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-0.8;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-1;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-1;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-1;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-1;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-1.2;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-1.2;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-1.2;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Silene conica;Sco;-1.2;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Festuca fasciculata;Ff;0;1;17/08/2023;26;0;4;10;3;3;3;2;0;1;
Festuca fasciculata;Ff;0;2;17/08/2023;25;0;4;2;7;7;3;0;2;;
Festuca fasciculata;Ff;0;3;17/08/2023;25;0;2;4;13;2;1;1;0;0;0
Festuca fasciculata;Ff;0;4;17/08/2023;25;0;5;10;4;3;2;0;1;;
Festuca fasciculata;Ff;-0.2;1;17/08/2023;25;0;1;2;6;2;3;2;0;2;2
Festuca fasciculata;Ff;-0.2;2;17/08/2023;25;0;2;0;7;4;3;4;0;1;0
Festuca fasciculata;Ff;-0.2;3;17/08/2023;25;0;2;3;8;3;1;3;2;1;0
Festuca fasciculata;Ff;-0.2;4;17/08/2023;25;0;1;0;9;7;2;3;1;0;0
Festuca fasciculata;Ff;-0.4;1;17/08/2023;25;0;0;1;11;5;2;1;1;1;0
Festuca fasciculata;Ff;-0.4;2;17/08/2023;25;0;0;0;6;0;5;0;4;2;0
Festuca fasciculata;Ff;-0.4;3;17/08/2023;25;0;0;0;2;9;2;2;3;1;2
Festuca fasciculata;Ff;-0.4;4;17/08/2023;25;0;0;2;7;4;1;2;3;1;0
Festuca fasciculata;Ff;-0.6;1;17/08/2023;25;0;0;0;0;0;1;3;4;2;0
Festuca fasciculata;Ff;-0.6;2;17/08/2023;25;0;0;0;0;4;4;0;0;3;1
Festuca fasciculata;Ff;-0.6;3;17/08/2023;25;0;0;0;2;5;2;2;4;0;1
Festuca fasciculata;Ff;-0.6;4;17/08/2023;25;0;0;0;0;1;2;1;3;0;0
Festuca fasciculata;Ff;-0.8;1;17/08/2023;25;0;0;0;0;0;0;1;0;0;0
Festuca fasciculata;Ff;-0.8;2;17/08/2023;25;0;0;0;0;0;0;0;1;0;0
Festuca fasciculata;Ff;-0.8;3;17/08/2023;25;0;0;0;0;0;0;2;1;0;0
Festuca fasciculata;Ff;-0.8;4;17/08/2023;25;0;0;0;0;0;2;2;0;1;0
Festuca fasciculata;Ff;-1;1;17/08/2023;25;0;0;0;0;0;0;1;2;2;0
Festuca fasciculata;Ff;-1;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Festuca fasciculata;Ff;-1;3;17/08/2023;25;0;0;0;0;0;0;1;1;0;0
Festuca fasciculata;Ff;-1;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Festuca fasciculata;Ff;-1.2;1;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Festuca fasciculata;Ff;-1.2;2;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Festuca fasciculata;Ff;-1.2;3;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
Festuca fasciculata;Ff;-1.2;4;17/08/2023;25;0;0;0;0;0;0;0;0;0;0
